ID;Fundorte;Land;Lage;Typ;Breite;Länge
815;Kägsdorf;N-Deutschland;Küste;Streufund;54,1333333;11,6833333
819;Prohn;N-Deutschland;Küste;Grab;54,36900859;13,02369118
821;Stralsund 225 - Mischwasserspeicher;N-Deutschland;Küste;Einzelfund;54,31870104;13,0918622
852;El Truchiro, La Garma;Spanien;Küste;Höhle;43,408;-3,661
853;Jaizkibel, Guipúzkoa;Spanien;Küste;Grab, Siedlung;43,366944;-1,820556
856;Colomba;Spanien;Küste;Höhle;42,45;-6,25
857;Poza lʼEgua, Asturia;Spanien;Küste;Grab, Siedlung;43,416614;-4,862823
878;Kent´s Cavern;GB;Küste;Höhle;50,4682;-3,503
879;Mewslade Bay;GB;Küste;Einzelfund;51,5915;-4,216294
935;La Rochette;W-Frankreich;Küste;Höhle;45,004392;1,071544
942;Alepotrypa Cave;Griechenland;Küste;Höhle;36,638207;22,381295
944;Franchthi Cave;Griechenland;Küste;Höhle;37,423333;23,132222
955;Proskynas;Griechenland;Küste;Grab, Siedlung;38,616667;23,166667
966;Voudeni;Griechenland;Küste;Grab;38,2667;21,7833
968;Almyri;Griechenland;Küste;Grab;37,836092;23,001372
971;Arene Candide;Italien;Küste;Höhle;44,17209;8,35866
1003;Andemosen;Dänemark;Küste;Grab, Hort;55,108;10,938
1008;Horsens golfbane;Dänemark;Küste;Grab;55,86065824;9,850337505
1012;Koed;Dänemark;Küste;;56,37471;10,56868
1013;Krogsbølle;Dänemark;Küste;Grab, Siedlung;55,572412;10,367975
1014;Kysing Fjord;Dänemark;Küste;Grab, Siedlung;56,007612;10,24433
1016;Ølsted;Dänemark;Küste;Grab;55,923182;12,07071
1018;Rude;Dänemark;Küste;Grab;55,992749;10,223982
1019;Samsø Kommune;Dänemark;Küste;Grab;55,8333333;10,5833333
1021;Sarup Mølle;Dänemark;Küste;Grab;55,20983;10,083046
1022;Sejerø;Dänemark;Küste;;55,889866;11,145979
1026;Ralswiek-Augustenhof;N-Deutschland;Küste;Grab, Siedlung;54,478229;13,468477
1030;Ypenburg;Niederlande;Küste;Grab, Siedlung;52,04098281;4,369812012
1032;Bleivik;Norwegen;Küste;;59,4833333;5,25
1033;Storbåthallaren;Norwegen;Küste;Grab;68,09222222;13,42
1034;Vistehulen;Norwegen;Küste;Grab;58,987224;5,597011
1038;Fågelbacken;Schweden;Küste;Grab, Siedlung;55,598056;12,966111
1044;Fjälkinge;Schweden;Küste;Grab;56,05;14,2833333
1052;Hunnebostrand;Schweden;Küste;Grab;58,44127033;11,3032043
1054;Hylliekroken;Schweden;Küste;Grab;55,592631;12,923355
1062;Malmö kv Bronsyxan;Schweden;Küste;Grab;55,56667;13,05
1071;Österöd;Schweden;Küste;Grab;58,39508;11,4259
1073;Rörby;Schweden;Küste;Grab;58,453616;11,350948
1074;Rörvik;Schweden;Küste;Siedlung;58,54478;11,27606
1075;Sillvik;Schweden;Küste;Grab;57,739444;11,729722
1077;Skateholm;Schweden;Küste;Grab, Siedlung;55,379167;13,470833
1097;Drigge;N-Deutschland;Küste;Einzelfund;54,290807;13,160076
1104;Šandalja II;Kroatien;Küste;Höhle;44,880833;13,890417
1115;Paviland;GB;Küste;Höhle;51,550086;-4,255186
1118;Vedbæk;Dänemark;Küste;Grab;55,853;12,565
1121;Bøgebakken (Vedbæk);Dänemark;Küste;Grab;55,853;12,565
1134;Bob´s Cave;GB;Küste;Höhle;51,566625;-3,971156
1141;Kemptown;GB;Küste;Höhle;50,81778;-0,11639
1142;Kendrick´s Cave;GB;Küste;Höhle;53,32801;-3,83331
1182;Parc le Breos;GB;Küste;Grab;51,588475;-4,112711
1183;Haywood Cave;GB;Küste;Höhle;51,32;-2,94694
1184;Little Hoyle Cave;GB;Küste;Höhle;51,665558;-4,731811
1204;Breakwater Quarry;GB;Küste;Höhle;53,31613;-4,66317
1224;Kalamaki;Griechenland;Küste;Grab;37,743;20,897
1226;Spaliaréïka;Griechenland;Küste;Grab;38,116667;21,583333
1236;Beg an Dorchenn;W-Frankreich;Küste;Grab;47,8368;-4,35453
1237;Conguel;W-Frankreich;Küste;;47,46944;-3,07972
1238;Er Yoh;W-Frankreich;Küste;;47,38917;-2,937778
1241;Port Blanc;W-Frankreich;Küste;Grab;48,833333;-3,316667
1242;Vierville;W-Frankreich;Küste;Grab;49,3611;-1,2453
1260;Téviec;W-Frankreich;Küste;Grab, Siedlung;47,556024;-3,165208
1262;Daylight Rock;GB;Küste;Höhle;51,636637;-4,681982
1264;Foxhole Cave;GB;Küste;Höhle;53,192796;-1,853282
1266;Nanna's Cave;GB;Küste;Höhle;51,640884;-4,68108
1267;Ogof-yr-Benlog;GB;Küste;Höhle;51,64111;-4,68083
1270;Potter´s Cave;GB;Küste;Höhle;51,64171;-4,684309
1272;Priory Farm Cave;GB;Küste;Höhle;51,678792;-4,924742
1273;Red Fescue Hole;GB;Küste;Höhle;51,557898;-4,27107
1274;Spurge Hole;GB;Küste;Höhle;51,565802;-4,097735
1276;Ogof-yr-Ychen;GB;Küste;Höhle;51,6365;-4,6726
1280;Worm´s Head;GB;Küste;Höhle;51,56;-4,33
1333;Schipluiden;Niederlande;Küste;Grab, Siedlung;51,983333;4,316667
1379;Korinos;Griechenland;Küste;Grab;40,316667;22,583333
1383;Makrigialos;Griechenland;Küste;Grab, Siedlung;40,415984;22,60375
1391;Lerna;Griechenland;Küste;Grab, Siedlung;37,55;22,716667
1399;Barma Grande;Italien;Küste;Höhle;43,783333;7,535556
1470;Oreston;GB;Küste;;50,36;-4,11
3;Bäckaskog;Schweden;Inland, See;;56,05;14,333333
4;Bredgården;Schweden;Inland, See;;59,466667;13,75
25;Los Canes;Spanien;Inland, Nähe Küste;Höhle;40,331389;-2,988889
157;Schela Cladovei;Rumänien;Inland Fluss,;Grab, Siedlung;44,6284;22,6134
175;Hajdučka Vodenica;Serbien;Inland Fluss;Grab, Siedlung;44,647589;22,307397
186;Burmeghez;Malta;Insel, Küste;Höhle;35,915;14,444722
189;Kirsna;Litauen;"Inland, Fluss; Moor";Einzelfund;54,303078;23,505464
190;Kretuonas;Litauen;Inland, See;Grab, Siedlung;55,284722;26,079167
213;Hahnöfersand;N-Deutschland;Küste, Fluss;Einzelfund;53,547894;9,719336
217;Cova d 'Es Càrritx, Menorca;Spanien;Insel, Küste;Höhle;39,959228;3,964691
224;Aktopraklık;Türkei;Inland, See;Grab, Siedlung;40,174351;28,771164
265;Zvejnieki;Lettland;Inland, See;Grab, Siedlung;57,776;25,226
309;Casa Corona;Spanien;Inland (80 km), Fluss;Grab, Siedlung;38,635;-0,865833
314;Bodal;Dänemark;Inland (Moor -Åmose);Grab, Siedlung;55,569882;11,531706
320;Hallebygård;Dänemark;Inland, Moor/Gewässer;Einzelfund;55,595878;11,315422
322;Hesselbjerggårds Mose;Dänemark;Inland, Moor/Gewässer;Grab, Siedlung;55,56705395;11,41982488
323;Holmegård;Dänemark;Inland, Gewässer;Grab, Siedlung;55,27485165;11,83616886
325;Jorløse Mose;Dänemark;Inland, Moor/Gewässer;Einzelfund;55,616667;11,3
331;Kongemose;Dänemark;Inland, Moor/Gewässer;Einzelfund;55,58237148;11,54774666
344;Øgårde boat;Dänemark;Inland, Moor;Einzelfund;55,59367345;11,54298306
346;Porsmose;Dänemark;Inland, Moor/Gewässer;Einzelfund;55,276414;11,874955
347;Rødhals;Dänemark;Küste, Insel;Grab, Siedlung;55,915592;11,083488
350;Tagmosegård;Dänemark;Insel, Inland;Einzelfund;56,104024;12,290096
351;Tingbjerggård Vest;Dänemark;Inland, Moor/Gewässer;Grab, Siedlung;55,600051;11,638513
352;Tømmerupgårds Mose;Dänemark;Inland, Moor/Gewässer;Einzelfund;55,5833333;11,5
353;Trudstrupgård;Dänemark;Inland, Moor/Gewässer;Einzelfund;55,62537919;11,33359909
358;Ulkestrup Lyng U;Dänemark;Inland, Moor/Gewässer;Grab, Siedlung;55,58981757;11,52890682
361;Veksø Mose;Dänemark;Inland, Moor;Einzelfund;55,749;12,261
473;Bergmansdal;Dänemark;Insel, Küste;Grab, Siedlung;56,036389;12,630278
481;Lepenski Vir;Serbien;Inland Fluss;Grab, Siedlung;44,561111;22,024167
500;Vlasac;Serbien;Inland Fluss;Grab, Siedlung;44,53;22,03
516;Kebara Cave;Israel;Inland, Nähe Küste;Höhle;32,558278;34,937306
517;Kavos, Keros;Griechenland;Insel, Küste;;36,9;25,666667
518;Pritzerber See;N-Deutschland;Inland, See;;52,493847;12,460903
524;Midea;Griechenland;Inland, Nähe Küste;;37,666667;22,833333
528;Dillonsdown;Irland;Inland, See;;53,18572;-6,539391
529;Grange;Irland;Inland, See/Moor;;53,8;-8,2
531;Haylands;Irland;Inland, See;;53,166667;-6,466667
536;Lough Gur Wedge;Irland;Inland, See;;52,516667;-8,55
544;Rathlin Island;Irland;Insel, Küste;;55,3;-6,25
546;Stoneyisland;Irland;Inland, See/Moor;;53,1;-8,25
551;Hardendale Nab;GB;Inland, See;;54,519915;-2,644867
559;Gross Fredenwalde;N-Deutschland;Inland, See;;53,16667;13,76667
569;Zapata, Lorca, Murcia;Spanien;Inland, Nähe Küste;;37,666667;-1,683333
576;Ballynamintra Co. Waterford;Irland;Inland, Nähe Küste;Höhle;52,1;-7,716667
578;New Church, Lough Gur;Irland;Inland, See;;52,533333;-9,5
589;El Aramo;Spanien;Küste?;Mine;43,3625;-5,850278
603;Alexandra Dock, Newport;GB;Inland, Moor;Einzelfund;51,559167;-2,980278
615;Roc de Combe-Capelle;W-Frankreich;Inland, Nähe Küste;Höhle;44,7542;0,849423
637;Unakozovskaya;Kaukasus (Russland);"Inland; südliche Wald-Steppen-Region";Höhle;44,292401;40,067139
648;Durankulak;Bulgarien;Küste (Schwarzes Meer) See;Grab, Siedlung;43,7;28,516667
681;Flakstad, Nordland;Norwegen;Insel, Küste;Grab, Siedlung;68,079167;13,274444
682;Maszycka;Polen;"Inland; Fluss";Höhle;50,3;19,55
742;Köpingsvik;Schweden;Insel, Küste;Grab, Siedlung;56,883333;16,716667
752;Yarnton;GB;Inland Fluss;Grab, Siedlung;51,811;-1,31
763;Vela Luka-Vela Spilja;Kroatien;Küste, Insel;Höhle;42,97;16,715
789;Kams;Schweden;Insel, Küste;Höhle;57,76167;18,433333
790;Stora Bjärs;Schweden;Insel, Küste;Höhle;57,816666;18,533333
793;Stora Förvar Cave;Schweden;Insel, Küste;Höhle;57,283889;17,973611
801;Casa da Moura;Portugal;Inland, Nähe Küste;Höhle;39,36667;-9,15
803;Cêrca do Zambujal (Melides);Portugal;Inland, Nähe Küste;Höhle;39,074531;-9,285603
809;Gruta do Lagar 1 (Melides);Portugal;Inland, Nähe Küste;Höhle;38,184768;-8,723831
837;Grotta Addaura;Italien (Sizilien);Insel, Küste;Höhle;38,186408;13,353064
839;Grotta della Molara;Italien (Sizilien);Insel, Küste;Höhle;38,144417;13,304789
842;Grotta Di Teodoro;Italien;Insel, Küste;Höhle;38,05;14,591319
843;Grotta d’Oriente;Italien;Insel, Küste;Höhle;37,933333;12,333333
858;Cloonfinlough (Cloon Finlough), Roscommon;Irland;Inland, See;Einzelfund;53,758049;-8,149109
861;Kilgreany B, Waterford;Irland;Inland, Nähe Küste;Höhle;52,1;-7,74
889;Totty Pot, Somerset;GB;Inland, Nähe Küste;Höhle;51,28;-2,74
932;Ķivutkalns;Lettland;Inland, Fluss, Nähe Küste;Grab, Siedlung;56,850113;24,248411
936;Blätterhöhle (Hagen, Westf.);Deutschland;"Inland; Fluss";Höhle;51,358333;7,551111
949;Kephala;Griechenland;Insel, Küste;Grab, Siedlung;37,680899;24,328623
962;Çayönü Tepesi;Türkei;Inland Nähe Fluss;Grab, Siedlung;38,218722;39,728825
965;Perachora;Griechenland;Küste, See;Höhle, Siedlung;38,016667;22,966667
1007;Hesselbjerg;Dänemark;Küste, Moor;Grab, Hort;56,094736;12,1664
1017;Pårup;Dänemark;Inland, Moor;Grab, Hort;56,098698;12,292727
1069;Näbbe mosse;Schweden;Inland, Moor/See;Grab, Hort;55,601942;14,213905
1103;Balatonszárszó-Kis -erdei-dűlő;Ungarn;Inland, See;Grab, Siedlung;46,82596;17,83459
1145;Maiden Castle;GB;Inland, Nähe Küste;Grab, Siedlung;50,694444;-2,47
1186;Gerani;Griechenland;Insel, Küste;Höhle;35,517;23,876
1196;Vængegård;Dänemark;Inland, Moor/Gewässer;;55,193469;11,421403
1197;Undløse (Åmose);Dänemark;Inland, Moor/Gewässer;Siedlung;55,604513;11,588258
1201;Østrup Mose;Dänemark;Inland, Moor;Einzelfund;55,58673744;11,60645485
1202;Caisteal nan Gillean (Oronsay);GB;Insel, Küste;Grab, Siedlung;56,011625;-6,240016
1203;Cnoc Coig (Oronsay);GB;Insel, Küste;Grab, Siedlung;56,011625;-6,240016
1205;Thatcham;GB;Inland, See;Grab, Siedlung;51,405;-1,2645
1206;Aveline´s Hole;GB;Inland, Nähe Küste;Höhle;51,33;-2,75
1218;Peştera Muerii;Rumänien;Inland, Fluss?;Höhle;45,191944;23,753611
1228;Agernæs;Dänemark;Insel, Küste;Grab, Siedlung;55,596775;10,338819
1243;Eel Point;GB;Küste, Insel;Höhle;51,643056;-4,703611
1256;Hoëdic;W-Frankreich;Küste, aber Entfernung wechselnd;Grab, Siedlung;47,3403;-2,8778
1265;Kitley Bob´s Cave;GB;Inland, Nähe Küste;Höhle;50,35;-3,98333
1269;Picken´s Hole;GB;Inland, Nähe Küste;Höhle;51,29092;-2,86628
1275;Tornewton Cave;GB;Inland, Nähe Küste;Höhle;50,494404;-3,670617
1349;Cova d'En Pardo (Planes);Spanien;"Inland; Fluss";Höhle;38,784972;-0,343482
1398;Peştera cu Oase;Rumänien;Inland, Nähe zu Frischwasserquellen;Höhle;45,016667;21,833333
1408;Cala Morell (Ciutadella, Menorca);Spanien;"Insel; Küste";Höhle;40,049565;3,882313
1410;Cova Gregoria B (Valldemossa, Mallorca);Spanien;"Insel; Küste";Höhle;39,711678;2,622581
1419;Ses Aritges (Ciutadella, Menorca);Spanien;"Insel; Küste";Höhle;39,959228;3,964691
1426;Son Bauló (Santa Margalida, Mallorca);Spanien;"Insel; Küste";;39,703333;3,103611
1428;Son Moleta (Sóller, Mallorca);Spanien;Insel, Küste;;39,796775;2,680964
1432;Theben;Griechenland;Inland, Fluss, See;Grab, Siedlung;38,323889;23,317222
1433;Blagotin-Poljna;Serbien;"Inland; Fluss";Grab, Siedlung;43,709444;21,105833
1434;Golokut-Vizić;Serbien;"Inland; Fluss";Einzelfund;45,17139;19,45444
1437;Topole-Bač;Serbien;"Inland; Fluss";Grab?;45,815797;19,639133
1451;Mladeč;Tschechien;"Inland; Fluss";Höhle;49,706944;17,018611
12;Duonkalnis;Litauen;Inland, See;Grab;55,773611;22,419444
19;Spiginas;Litauen;Inland, See;Grab;55,764136;22,434465
187;Hal-Saflieni Hypogeum;Malta;Insel, Küste;Grab;35,870833;14,506944
223;Greylake, Somerset;GB;Inland, Moor/Fluss;Grab;51,098381;-2,878311
247;Västerbjers;Schweden;Insel, Küste;Grab;57,5833333;18,7
269;Algutsrum;Schweden (Öland);Insel, Küste;Grab;56,680833;16,530278
271;Kalleguta;Schweden (Öland);Insel, Inland;Grab;56,8833333;16,7833333
274;Resmo;Schweden (Öland);Insel, Küste;Grab;56,550116;16,433487
287;Torsborg;Schweden (Öland);Insel, Küste;Grab;59,683056;17,649722
289;Vickleby;Schweden (Öland);Insel, Küste;Grab;56,580556;16,458889
291;Ire;Schweden (Gotland);Insel, Küste;Grab;57,839703;18,589511
349;Sigersdal;Dänemark;Insel, Inland;Grab;55,763151;12,261343
376;Alvastra;Schweden;Inland, See;Grab;58,3;14,65
383;Åraslöv, Nosaby parish;Schweden;Inland, Nähe Küste;Grab;56,104722;13,980833
386;Håslöv, Gustav Adolf parish;Schweden;Inland, Nähe Küste;Grab;56,0167;14,2333
411;Ca na Costa;Spanien (Formentera);Insel, Küste;Grab;38,726528;1,445833
478;Kolberg;N-Deutschland;Inland, See;Grab;52,2429;13,802585
479;Steinhagen;N-Deutschland;Inland, See;Grab;53,85;11,933333
511;Olenij ostrov;Russland- Nord;Inland, See;Grab;62,040952;35,366448
557;Manerba;Italien;Inland, See;Grab;45,55;10,55
623;Ipatovo;Kaukasus (Russland);Inland, Gewässer;Grab;45,716667;42,9
633;Tonelniy;Kaukasus (Russland);"Inland; südliche Wald-Steppen-Region";Grab;44,918056;41,686389
649;Varna;Bulgarien;Küste (Schwarzes Meer), See;Grab;43,216667;27,916667
659;Ajvide;Schweden;Insel, Küste;Grab;57,28167;18,15747
732;Evensås (Skaftö);Schweden;Insel, Küste;Grab;58,24703;11,482086
735;Rolfsåker (Fjärås);Schweden;Insel, Küste;Grab;57,4833333;12,1333333
738;Alby;Schweden (Öland);Insel, Küste;Grab;56,482778;16,575278
748;Västerbys;Schweden (Gotland);Insel, Küste;Grab;60,311944;15,931667
751;Visby;Schweden (Gotland);Insel, Küste;Grab;57,641581;18,295471
816;Laschendorf;N-Deutschland;Inland, See;Grab;53,482778;12,4475
818;Plau am See;N-Deutschland;Inland, See;Grab;53,458056;12,2625
822;Ostorf-Tannenwerder;N-Deutschland;Inland, See;Grab;53,60839591;11,3961482
973;Chociwel;Polen;Inland, See;Grab;50,796667;17,094722
983;Polwica;Polen;Inland, See;Grab;50,913333;17,1775
1005;Bulbrogård;Dänemark;Inland, See;Grab;55,58484558;11,26158714
1050;Hånger;Schweden;Inland, See;Grab;58,36143;14,80305
1051;Holmen;Schweden;Inland, See;Grab;58,32739;14,72545
1063;Medelplana;Schweden;Inland, See;Grab;58,5833333;13,3666667
1068;Mysinge;Schweden;Insel, Küste;Grab;56,51797622;16,44096934
1072;Övra Vannborga;Schweden;Insel, Küste;Grab;56,91666667;16,75
1076;Skånes Viby;Schweden;Inland, See;Grab;56;14,2333333
1079;Tofta 14;Schweden;Insel, Küste;Grab;57,512873;18,156452
1094;Pavlov;Tschechien;Inland, See;Grab;48,87415667;16,67225438
1099;Neusiedl am See;Österreich;Inland, See;Grab;47,946891;16,843082
1109;Brochtorff Circle;Malta (Gozo);Insel, Küste;Grab;36,05;14,26
1185;Armenoi;Griechenland;Insel, Küste;Grab;35,45;24,166667
1188;Mycenae;Griechenland;Inland, Nähe Küste;Grab;37,730833;22,756111
1227;Sykia;Griechenland;Inland, Nähe Küste;Grab;36,765361;22,943401
1245;La Vergne;W-Frankreich;Inland (60-80 km);Grab;46,016667;1,9
1247;Quanterness;GB;"Insel; Küste";Grab;58,991973;-3,020296
1251;Le Déhus (Guernsey);Channel Islands;Insel, Küste;Grab;49,498;-2,5074
1283;Holm (Papa Westray North);GB;Insel;Grab;59,353191;-2,874022
1336;Swifterbant;Niederlande;Inland, Nähe Küste;Grab;52,5675;5,641667
1400;Alcaïdus (Alaior, Menorca);Spanien;"Insel; Küste";Grab;39,9306395;4,1399868
1403;Biniai Nou (Maó, Menorca);Spanien;"Insel; Küste";Grab;39,906736;4,213417
1407;Binipati Nou (Ciutadella, Menorca);Spanien;"Insel; Küste";Grab;39,991679;3,890238
1409;Can Martorellet (Pollença, Mallorca);Spanien;"Insel; Küste";Grab;39,913823;3,034013
1411;Es Tudons (Ciutadella, Menorca);Spanien;"Insel; Küste";Grab;40,003128;3,891558
1412;Rafal Rubí (Alaior, Menorca);Spanien;Insel, Küste;Grab;39,9074;4,189772
1414;S᾿Aigua Dolça (Colonia de Sant Pere, Mallorca);Spanien;Insel, Küste;Grab;39,751383;3,304931
1417;Ses Arenes (Ciutadella, Menorca);Spanien;"Insel; Küste";Grab;40,014528;3,898
1420;Ses Roques Llises (Alaior, Menorca);Spanien;"Insel; Küste";Grab;39,898528;4,113583
1427;Son Gallard (Deià, Mallorca);Spanien;Insel, Küste;Grab;39,740272;3,456394
1435;Perlez-Batka C;Serbien;"Inland; Fluss";Grab;45,204722;20,375556
1436;Starčevo-Grad;Serbien;"Inland; Fluss";Grab;44,8;20,7
1439;Deszk;Ungarn;"Inland; Fluss";Grab;46,216667;20,25
1443;H.-Kotacpart;Ungarn;"Inland; Fluss";Grab;46,43039;20,31881
1447;Szarvas 23;Ungarn;"Inland; Fluss";Grab;46,866667;20,55
